peak_value,fwhm,prominence,corr_energy,qc_coincidence,qc_bell_corr,qc_hom_vis,snr_db_true,snr_db_est,local_cv,label
0.8495705404358922,425.7196530397982,5.103830225792862,200.3507422622464,0.2577414673813303,0.20069038053603244,0.44151713720045094,4,3.954,0.49989446745385885,1
0.6082204572929104,425.7152851901244,5.0344969987836885,107.1847002104473,0.30567848053906627,0.23896072633219412,0.40686133048909123,-2,-2.093,0.49842826297643966,1
0.5509312154516903,429.42372162628175,5.001866643890482,91.3177195439727,0.24491940437590196,0.23303888154264688,0.4528646478966417,-4,-4.184,0.4765197707430804,1
0.15403088677834428,426.09718622294395,4.970008587928907,15.479024622148263,0.2822518036677392,0.23178578527679514,0.39619513095050796,-18,-17.958,0.4873818843634098,0
0.530675,399.0,5.1483,75.94463,0.265039,0.247852,0.478125,-4,-3.962,0.4981,1
0.6247146405607066,414.82017484610776,5.158025462081917,106.38841291920833,0.2203299292470732,0.20102070255804763,0.39952004632152477,-2,-1.87,0.495098229570142,1
0.167106,414.0,5.1704,7.547758,0.28125,0.133203,0.48457,-18,-18.031,0.4577,0
0.7888202887122232,424.42187826253166,5.131377232689383,170.78292832581556,0.2650157211479117,0.17002873602559332,0.4668604471849258,2,2.288,0.4951067106869936,1
0.13418476635024568,439.79891272722546,4.818755399402,9.559037740313165,0.38681351651785,0.1962680768312252,0.4236591528022799,-16,-15.696,0.5283633932143027,0
0.7327707799800791,416.7096733681772,5.088009704871902,152.13415664332607,0.336664391250846,0.18347815485478086,0.43181243217667326,0,0.123,0.4951315594932754,1
0.9165119523227186,423.42808337442176,4.993914288660909,229.51953899890907,0.22395476045843996,0.20177203030174862,0.474443269765427,6,6.042,0.5050917907775687,1
0.55094,405.0,4.9685,84.135103,0.260547,0.316992,0.460547,-4,-3.895,0.5004,1
0.895982,424.0,5.0385,226.433505,0.186914,0.166797,0.483594,6,6.053,0.4974,1
0.13499910159908868,422.1057328461637,5.184514357543633,7.053945100036419,0.25791822991769603,0.1936993642427102,0.43823868993529375,-18,-17.956,0.46975166151214276,0
0.39555047269107935,461.42105101393315,4.729935670780697,47.753577592714805,0.2617274638527861,0.14869411730138637,0.40335031054663045,-8,-8.133,0.504950411720172,1
0.1741878798018513,456.5795117227651,5.010539298803925,1.6989276947192513,0.34186406366497846,0.2971097028988313,0.3490093890148617,-16,-16.033,0.5012441653210592,0
0.861314,414.0,5.1091,203.27456,0.248438,0.219531,0.453125,4,4.229,0.5051,1
0.8728753767197958,412.43683671823936,5.115777159018439,200.4821517126457,0.2055623919785627,0.174876430154165,0.43365486597895797,4,4.099,0.5047769028581887,1
0.106902,343.0,6.0933,2.606653,0.250195,0.172266,0.466016,-20,-19.831,0.5397,0
